StockId,portval
1,0.9072898864746094
2,1.3704064178466797
3,1.9306718444824218
4,1.4154447174072267
5,1.3144448852539063
6,1.2457518768310547
7,1.1326506805419922
8,0.9656402492523193
9,1.116474380493164
10,0.9393499755859375
11,1.384019775390625
12,1.0061320495605468
13,1.1454000091552734
14,1.4829983520507812
15,0.4680586242675781
16,1.3522445678710937
17,1.525286636352539
18,1.2543238830566406
19,1.5069499969482423
20,8.22535400390625
21,2.9829257202148436
22,1.0440725898742675
23,0.8412615966796875
24,1.0022207641601562
25,1.7834999084472656
26,1.5077854919433593
27,0.978858871459961
28,1.015273551940918
29,1.194298629760742
30,1.0905844497680663
31,0.9926811027526855
32,1.0229113006591797
33,1.7094729614257813
34,0.9326957702636719
35,1.0523366737365722
36,2.209489440917969
37,0.5646671295166016
38,1.0708607864379882
39,1.2430760192871093
40,1.1815353775024413
41,1.1018431091308594
42,1.1673313903808593
43,0.7564437866210938
44,0.5469406127929688
45,0.9575933074951172
46,1.368758544921875
47,1.000710277557373
48,1.6466735076904297
49,1.017500743865967
50,0.7751496887207031
51,1.0425542640686034
52,1.1431149291992186
53,1.0425909233093262
54,1.112541961669922
55,0.7445765686035156
56,1.0852154541015624
57,0.8575953674316407
58,1.0669600677490234
59,0.606502914428711
60,1.882982940673828
61,2.0843350219726564
62,1.205550079345703
63,1.060581283569336
64,1.229274444580078
65,1.533768081665039
66,1.1460551071166991
67,1.0392870903015137
68,1.0679856872558593
69,1.1071176147460937
70,1.2404496765136719
71,0.39396514892578127
72,1.1033196830749512
73,1.3100302124023437
74,1.7403741455078126
75,1.2442899322509766
76,1.3149702453613281
77,0.7637123107910156
78,1.0245002365112306
79,1.8861518859863282
80,1.2300930786132813
81,1.2421829986572266
82,1.0606808853149414
83,0.7631804275512696
84,2.0172882080078125
85,1.0629779815673828
86,3.008849792480469
87,1.0355009651184082
88,0.9808536720275879
89,1.7956132507324218
90,0.9981151580810547
91,1.0999628448486327
92,1.501113166809082
93,0.9918243026733399
94,0.9856543064117431
95,0.9743140411376953
96,0.7003372192382813
97,1.0532829284667968
98,1.5657594299316406
99,1.1675910568237304
100,1.1190486145019531
101,1.0414635372161865
102,0.9936085510253906
103,1.0350499725341797
104,1.4056106567382813
105,0.8472332763671875
106,1.0717508125305175
107,1.2121701049804687
108,1.090670394897461
109,0.9760140991210937
110,0.8469189453125
111,0.9648653030395508
112,1.8375613403320312
113,1.0260485076904298
114,0.9303632354736329
115,1.2124855041503906
116,0.22461669921875
117,1.318748779296875
118,3.4293499755859376
119,0.9833082580566406
120,0.9815453720092774
121,1.5010809326171874
122,0.44172889709472657
123,1.2068329238891602
124,1.117172622680664
125,1.0196250915527343
126,1.1110255813598633
127,1.150441665649414
Average,1.250867831237673
